consec,tiempo,anio,timestre,periodo,clave,entidad,inpc_general,inpc_sub,inpc_ser,inpc_viv,inpc_edu,inpc_otros,itaee,itaee_des,itaee_log,itaeepc,itaeepc_des,itaee_logc,itaee_c,itaee_c1,itaee_c2,inpc_general_c1,desocup,desocup_des,salario,salario_log,uscpi,uscpi_log,usmexcpi,usmexcpi_log,usmextiponom,usmextiponom_0,indusmextipo,indusmextipo_0,mxfondeo,mxfondeo_0,usfondeo,usfondeo_0,tipcamnom,ied,ied_mxp,ied_mxp_log,usindpro,usindpro_log,mexindpro,mexindpro_log,mexindpro_e0,inpc12mes,inpc12mes_e0,inpcsub12mes,inpcsub12mes_e0,inpp_e,inpp_e0,inpp_pet,pib1mes_e,pibp12mes_e,pibp12mes_e0,incgb,incgb_0,poblacion,poblacion_0,m1,m1des,pea,pearel,peareal_log,fecanticon,fecanticon_0,tmortinf,tmortinf_0,tmortfet,tmortfet_0,rsid,rsid_0,noresid,noresid_0,carret_2c,carret_4c,carretera_0,isremp,isremp_0,gtosegpub,gtopgj,gtopgj_pc
11,11,2003,3,2003Q3,1,Aguascalientes,72.1526,75.20453,77.61924,87.01661,65.11952,75.45398,101.519442599,101.1566469828,2.0065492246,9.95613E-05,9.92082E-05,0.8631192499,2.0072859047,0,0,2.1775134019,0,0,151.3023070693,2.1798455502,184.5666666667,2.2661532688,1977.3712444444,3.2960882142,10.7194,1.0301704771,85.3201666667,1.9310516951,4.3535384615,0.6388423856,1.0166666667,0.0071785846,10.7194,3.247209,34.8081321546,1.5416807192,90.1924333333,1.9551701041,98.6416568516,1.9940603584,-0.0288,4.00846875,4.00846875,0,0,0,0,0,1.6022067581,3.8366666667,3.8366666667,3.9,0.591064607,1019668.0371513,6.008458806,722286788.723333,739653953.962688,394354,38.674743704,1.5874274443,2.9,0.4623979979,97,1.9867717343,16.5035220931,1.2175766389,120994,5.0827638345,39658,4.5983308084,2084,218,3.3621053193,34,1.531478917,0,57131000,6.7484130199
12,12,2003,4,2003Q4,1,Aguascalientes,73.25435,76.22326,78.91859,87.4635,68.18643,76.74968,102.0699404019,98.9923604758,2.0088978612,9.95535E-05,9.66538E-05,2.4122179767,5.7114864781,0,0,2.3357427255,0,0,154.0310690706,2.1876083297,184.6,2.2662316967,2072.2899666667,3.3164505243,11.1894666667,1.0488093869,87.8160666667,1.9435739809,5.4036507937,0.7326872753,0.9966666667,-0.0014500664,11.1894666667,6.560938,73.4133970531,1.8657753206,90.9197666667,1.9586583125,101.4634522189,2.0063096348,0.7038461538,3.86,3.86,0,0,62.782127184,0,63.9803452379,1.1637587878,3.1560714286,3.1560714286,3.9,0.591064607,1025277.33542112,6.0108413571,785057916.716667,769336478.121565,396221,38.6452510273,1.5870961327,2.9,0.4623979979,81,1.9084850189,14.2117439683,1.1526473749,125905,5.1000429774,40202,4.6042476592,2084,218,3.3621053193,34,1.531478917,0,57131000,6.7460304688
13,13,2004,1,2004Q1,1,Aguascalientes,74.74526,77.54002,79.96376,88.21005,68.23202,78.30468,98.2919678652,101.2019885628,1.99251803,9.53442E-05,0.000098108,1.296013937,3.0291553375,1.764142896,0,4.2562833563,0,0,154.111982157,2.1878364063,186.2666666667,2.2701351427,2051.90768,3.312157817,10.9795666667,1.0405852,85.5594666667,1.9322680687,5.743968254,0.759212031,1.0033333333,0.0014452409,10.9795666667,16.41337,180.2116901397,2.2557829598,91.544,1.9616298849,104.3735571412,2.0185904849,3.1196,3.8196969697,3.8196969697,3.4960869565,3.4960869565,63.939201788,0,65.1505457523,3.2309090909,4.0037931034,4.0037931034,3.9,0.591064607,1030917.49101503,6.0132239081,804690079.016667,795718188.366411,400962,38.8937042484,1.5898793075,2.9,0.4623979979,92,1.9637878273,8.1084083083,0.90893561,129752,5.1131140608,41007,4.6128579982,2184,260,3.3881012016,33,1.5185139399,0,62157928,6.7802726209
14,14,2004,2,2004Q2,1,Aguascalientes,75.44052,78.38188,81.13068,89.50816,68.47323,79.67857,101.9875401945,102.5982926374,2.0085471173,9.83877E-05,9.89369E-05,1.3003864871,3.039529009,2.1687878509,1.764142896,5.0270201865,0,0,156.8398936543,2.1954565392,188.9333333333,2.2763085869,2144.0086333333,3.3312265298,11.3923,1.056611413,89.5173,1.9519069746,6.2492063492,0.7958248653,1.01,0.0043213738,11.3923,85.706852,976.3981700396,2.9896269568,91.9611,1.9636041575,102.922125344,2.0125087458,3.4786956522,4.015625,4.015625,3.5173913043,3.5173913043,65.749001241,0,66.8933703566,3.9332258065,3.711,3.711,3.9,0.591064607,1036588.67368231,6.0156064592,822281714.77,829465525.651973,397796,38.3754916583,1.5840539526,2.9,0.4623979979,73,1.8633228601,12.6677881149,1.1027007906,134628,5.1291353941,41480,4.6178387477,2184,260,3.3881012016,33,1.5185139399,0,62157928,6.7778900699
15,15,2004,3,2004Q3,1,Aguascalientes,76.34996,79.12236,81.73022,89.81763,70.87235,79.89856,103.5572280609,103.0620724231,2.0151804171,9.93554E-05,9.88939E-05,1.6802498072,3.9447354057,2.0072859047,2.1687878509,5.8173371438,0,0,158.129658134,2.199013332,189.6,2.277838333,2168.2546455556,3.3361102856,11.4480666667,1.0587321498,89.5135333333,1.9518887002,6.9607692308,0.8426572359,1.4333333333,0.1563472009,11.4480666667,145.42495664,1664.8345986118,3.2213710928,92.536,1.9663107226,104.2730928058,2.0181722552,4.4626923077,4.04375,4.04375,3.57875,3.57875,66.9004254535,0,67.9872209924,4.0193055359,3.3915151515,3.3915151515,3.9,0.591064607,1042291.05410609,6.0179890103,829480387.406667,848134772.630804,413758,39.6969731602,1.5987573937,2.9,0.4623979979,75,1.8750612634,1.799463111,0.255142948,140019,5.1461869716,41993,4.623176902,2184,260,3.3881012016,33,1.5185139399,0,62157928,6.7755075188
16,16,2004,4,2004Q4,1,Aguascalientes,77.99274,80.15796,82.76615,89.93723,73.98468,80.87484,107.8996512461,104.8334037556,2.033020041,0.0001029552,0.0001000938,2.5902362254,6.1456894462,5.7114864781,2.0072859047,6.4684076782,0,0,160.4972579856,2.2054676171,190.7333333333,2.2804265987,2167.66242,3.3359916485,11.3235,1.0539806844,87.2733,1.9408813979,8.0893939394,0.9079159853,1.95,0.2900346114,11.3235,56.369426,638.299195311,2.8050242969,93.8353666667,1.9723665554,104.9995634524,2.0211874934,4.4165517241,4.3171240835,4.3171240835,3.7630269231,3.7630269231,67.7812586979,3.3273603046,68.910670642,4.0799718338,3.2206451613,3.2206451613,3.9,0.591064607,1048024.80390841,6.0203715613,885980971.51,868862135.137101,412399,39.3501182856,1.5949460422,2.9,0.4623979979,102,2.0086001718,8.5836909871,0.9336740746,148587,5.1719808143,44292,4.6463252912,2184,260,3.3881012016,33,1.5185139399,0,62157928,6.7731249677
17,17,2005,1,2005Q1,1,Aguascalientes,78.40449,80.88675,83.82804,90.12036,74.2155,82.77069,101.2693842561,104.2091274396,2.0054781694,9.61001E-05,9.88656E-05,3.9921589554,9.6280248466,3.0291553375,5.7114864781,4.8956014067,0,0,164.4989435642,2.2161631132,191.9333333333,2.2831504058,2151.6339911111,3.3327683966,11.1800333333,1.0484430984,85.9477666667,1.9342345961,9.0395081967,0.9561448029,2.47,0.3926969533,11.1800333333,38.849828,434.3423720343,2.6378321988,95.0837666667,1.9781063776,105.0543786291,2.0214141584,0.8588461538,4.2459540058,4.2459540058,3.7337391304,3.7337391304,68.5153910385,3.0020930451,69.6415394524,3.8832258065,3.7029032258,3.7029032258,6.2,0.7923916895,1053790.09565544,6.0227541124,901083632.11,891980048.628647,402274,38.1740160264,1.5817678515,2.8,0.4471580313,82,1.9138138524,9.4630590214,0.9760315488,154220,5.1881406988,44930,4.6525364186,2168,228,3.3794868137,30,1.4771212547,83854000,72836000,6.8395919748
18,18,2005,2,2005Q2,1,Aguascalientes,79.26985,81.44865,84.53687,90.25196,74.27047,84.06141,105.0874810643,105.8820155958,2.0215509822,9.91778E-05,9.98871E-05,3.930378363,9.4721842939,3.039529009,3.0291553375,5.0759591795,5.2137500275,5.4636015415,166.9097551381,2.22248172,194.5,2.2889196057,2124.4071333333,3.327237751,10.9708,1.0402382978,85.0989666667,1.9299242866,9.6752307692,0.9856613324,2.9433333333,0.4688394489,10.9708,24.25225143,266.0665999882,2.4249903599,95.5753333333,1.9803458214,105.7389947332,2.0242351772,2.9395238095,4.2745454545,4.2745454545,3.5203846154,3.5203846154,69.0860805746,2.1501394706,70.0650893379,3.5688827543,3.8180645161,3.8180645161,6.2,0.7923916895,1059587.10286264,6.0251366635,904567451.25,912183867.112582,414350,39.1048549837,1.5922306797,2.8,0.4471580313,63,1.7993405495,10.8151467375,1.0340324162,158169,5.1991213689,46067,4.6633899308,2168,228,3.3794868137,30,1.4771212547,83854000,72836000,6.8372094237
19,19,2005,3,2005Q3,1,Aguascalientes,79.82355,82.02346,85.35251,90.81597,76.05268,84.7355,107.6422867014,106.9057223617,2.0319829151,0.0001010331,0.0001003602,3.953889413,9.5314644115,3.9447354057,3.039529009,4.5495636147,5.3101159359,5.3567309463,168.6955144434,2.227103535,196.8666666667,2.2941721879,2106.52968,3.3235675825,10.7146,1.0299759625,83.6201333333,1.9223108557,9.6333846154,0.9837789,3.46,0.5390760988,10.7146,0.543431,5.8226457926,0.7651203716,95.2240333333,1.9787465726,107.8074637235,2.032648829,2.42625,3.89,3.89,3.326,3.326,69.7580586092,1.8165505853,70.5950598643,3.0102311853,3.743030303,3.743030303,6.2,0.7923916895,1065416,6.0275192146,922228910.03,941974237.948271,416015,39.0471890792,1.5915897754,2.8,0.4471580313,84,1.9242792861,16.2652580058,1.2112609566,161726,5.2087798452,47187,4.6738223672,2168,228,3.3794868137,30,1.4771212547,83854000,72836000,6.8348268727
20,20,2005,4,2005Q4,1,Aguascalientes,80.41235,82.84645,86.36289,91.48063,78.79544,85.42373,114.5308287252,111.3313657409,2.0589224032,0.0001068985,0.0001039498,3.0783398504,7.3453900789,6.1456894462,3.9447354057,3.10235286,4.9540098351,4.9141306675,171.697342441,2.2347635731,197.8666666667,2.2963726376,2125.4525055556,3.3274514049,10.7101333333,1.0297948775,83.0368333333,1.9192707787,8.86875,0.9478624128,3.98,0.5998830721,10.7101333333,41.38019,443.1873522587,2.6465873579,95.9855666667,1.9822059332,110.9397675584,2.0450872516,2.6873913043,3.6,3.6,3.2685384615,3.2685384615,70.3599299351,1.6215768888,71.3154785517,3.0660100917,3.7396774194,3.7396774194,6.2,0.7923916895,1071397.60413881,6.0299506709,988699936.963333,970030427.73286,424926,39.6609063114,1.5983626343,2.8,0.4471580313,81,1.9084850189,7.0718386781,0.849532345,165310,5.2182991259,47643,4.6779991005,2168,228,3.3794868137,30,1.4771212547,83854000,72836000,6.8323954164
21,21,2006,1,2006Q1,1,Aguascalientes,81.7629,83.63906,87.08625,92.22064,78.87643,86.3391,111.0196257343,114.2103988795,2.0453997589,0.0001030428,0.0001059862,3.6322830145,8.7233511688,9.6280248466,6.1456894462,4.2834409101,4.9112744186,4.655009177,174.3170921625,2.2413399727,198.9333333333,2.2987075597,2112.7309866667,3.324844202,10.5923666667,1.0249930059,81.3455666667,1.9103338889,7.793015873,0.8917055608,4.4566666667,0.6490101525,10.5923666667,38.770721,410.673692763,2.6134968834,96.8866666667,1.9862640145,112.1336544515,2.0497359761,6.0990909091,3.5487741935,3.5487741935,3.1558333333,3.1558333333,71.5038202924,1.8541105101,72.389921816,3.7506451613,3.635483871,3.635483871,6.2,0.7923916895,1077412.7910172,6.0323821272,1022304395.49333,1011894432.04302,423762,39.3314432066,1.5947398825,2.7,0.4313637642,101,2.0043213738,10.2493660186,1.0106970026,167545,5.2241314718,81144,4.9092564125,2194,184,3.3762118503,29,1.4623979979,58588874,37920372,6.546490462
22,22,2006,2,2006Q2,1,Aguascalientes,82.48838,84.54118,88.23728,93.21719,78.91692,87.94125,115.0415609405,116.0852418155,2.0608547658,0.0001061796,0.0001070971,2.4364890569,5.7705811511,9.4721842939,9.6280248466,4.0602196169,4.5514658784,4.808870568,175.8870720728,2.2452339194,202.3,2.3059958828,2249.69842,3.3521243033,11.1752333333,1.0482565998,87.2077333333,1.9405549986,7.0633870968,0.8490130077,4.9066666667,0.6907865553,11.1752333333,22.7730949865,254.4946501958,2.4056786573,97.5026666667,1.9890164937,114.1407970358,2.0574409009,5.0354545455,3.7044420557,3.7044420557,3.1738054731,3.1738054731,73.3192701368,2.5827578314,74.004572462,4.0691838625,3.5044117647,3.5044117647,6.2,0.7923916895,1083461.74917997,6.0348135835,1062766869.59333,1072556845.61002,422537,38.9987925573,1.591051161,2.7,0.4313637642,68,1.8325089127,6.3499529633,0.8027705083,167681,5.2244838553,83715,4.9228032816,2194,184,3.3762118503,29,1.4623979979,58588874,37920372,6.5440590056
23,23,2006,3,2006Q3,1,Aguascalientes,83.21797,85.00908,88.88284,93.51365,81.23596,88.28547,117.9021729501,116.7919411149,2.0715218093,0.0001082123,0.0001072201,2.6030802506,6.1770861042,9.5314644115,9.4721842939,4.252404209,4.7455321318,4.7817093658,178.3210446779,2.2512025998,203.4333333333,2.3084221152,2224.3567055556,3.3472044335,10.9477,1.0393228879,85.3814666667,1.9313636108,7.0169230769,0.8461467156,5.2466666667,0.7198834733,10.9477,21.331459,233.5304136943,2.3683434487,97.8556,1.9905856842,113.2200484855,2.0539233365,4.44,3.5384375,3.5384375,3.2173637962,3.2173637962,74.5410103318,2.8800889375,75.2869518484,4.4604259973,3.4184848485,3.4184848485,6.2,0.7923916895,1089544.6682305,6.0372450398,1075776029.83333,1098420539.32961,431522,39.6057190295,1.5977579022,2.7,0.4313637642,96,1.982271233,3.8336208549,0.5836091589,168277,5.2260247609,80810,4.9074651068,2194,184,3.3762118503,29,1.4623979979,58588874,37920372,6.5416275493
24,24,2006,4,2006Q4,1,Aguascalientes,84.17206,85.639,89.4037,93.55984,83.02239,88.71545,122.9435648557,119.4737073663,2.0897058017,0.0001122094,0.0001090775,1.0692885735,2.4926885981,7.3453900789,9.5314644115,4.6755380237,4.5610862575,4.5045937363,180.0634432317,2.2554255506,201.7,2.3047058982,2202.2836777778,3.34287326,10.8875666667,1.0369308273,82.6356333333,1.9171673599,7.0258333333,0.8466978433,5.2466666667,0.7198834733,10.8875666667,30.254083,329.3933456014,2.5177148213,98.0027333333,1.9912381885,112.9463419301,2.0528721697,3.646,3.499375,3.499375,3.2980194333,3.2980194333,74.6686673238,2.5813001856,75.6465213886,4.6734094972,3.4645454545,3.4645454545,6.2,0.7923916895,1095661.73883663,6.0396764961,1134794071.55667,1112852159.24525,445194,40.6324309976,1.6088728065,2.7,0.4313637642,82,1.9138138524,6.5929607465,0.81908049,166592,5.2216541421,82643,4.917206074,2194,184,3.3762118503,29,1.4623979979,58588874,37920372,6.539196093
25,25,2007,1,2007Q1,1,Aguascalientes,85.53688,87.12075,90.58435,94.08189,83.08457,90.6776,120.7042575533,124.3046449768,2.0817225891,0.0001095506,0.0001128029,-1.2961901344,-2.9404890647,8.7233511688,7.3453900789,4.615760938,5.1377483843,4.9083224843,181.7828747992,2.2595529673,203.7556666667,2.3091096958,2251.9411106,3.3525570293,11.0222,1.0422682871,83.2954,1.9206210181,7.0219354839,0.8464568349,5.2566666667,0.7207104386,11.0222,25.718378,283.4731059916,2.4525118623,98.9154,1.9952639116,116.2834849679,2.0655180389,1.189047619,3.6367142857,3.6367142857,3.4131655556,3.4131655556,75.4247734088,2.3184768318,76.4262285293,3.3684375,3.3674193548,3.3674193548,4.7,0.6720978579,1101813.1527367,6.0421079524,1140576843.18333,1128513636.72757,443964,40.2939462918,1.6052398032,2.7,0.4313637642,71,1.8512583487,5.6958550645,0.7555589298,166575,5.2216098219,69556,4.8423345988,2182,194,3.3758464363,28,1.4471580313,40830855,28124270,6.4069733062
26,26,2007,2,2007Q2,1,Aguascalientes,85.88705,87.66909,90.95908,94.74771,82.93451,91.02871,121.680127572,123.0596054348,2.0852196564,0.0001098197,0.0001110126,2.1538885333,5.0845539988,5.7705811511,8.7233511688,4.1201803212,4.3260124118,4.5942475094,183.7973724817,2.2643392985,207.6623333333,2.3173577295,2247.8215581,3.3517618321,10.8774333333,1.0365264302,83.9746666667,1.9241482886,7.2020967742,0.8574589527,5.25,0.7201593034,10.8774333333,69.41950809,755.1060712818,2.8780079621,100.0926666667,2.0004022599,115.4359435188,2.062341057,1.7,3.7773793103,3.7773793103,3.3978596154,3.3978596154,76.4060580567,1.790966104,77.2080683481,3.0861601457,3.4309090909,3.4309090909,4.7,0.6720978579,1107999.10274553,6.0445394087,1144371120.05667,1156111586.94209,441644,39.8595990652,1.600532926,2.7,0.4313637642,68,1.8325089127,12.7056441407,1.1039966875,166772,5.222123137,69292,4.8406830967,2182,194,3.3758464363,28,1.4471580313,40830855,28124270,6.4045418499
27,27,2007,3,2007Q3,1,Aguascalientes,86.84673,88.28978,91.48457,94.854,84.56491,91.47797,125.185091692,123.6235102343,2.0975526118,0.0001123522,0.0001109755,0.7977046409,1.8537554276,6.1770861042,5.7705811511,4.360548569,4.6767493743,4.6891860204,185.3671472059,2.2680327662,208.2353333333,2.3185544224,2279.7253639,3.3578825312,10.9626666667,1.0399162091,84.0425666667,1.9244993073,7.2564615385,0.8607248977,5.0733333333,0.7052933977,10.9626666667,42.28407129,463.5461788618,2.6660930054,100.3760666667,2.0016301734,115.7224699267,2.0634176945,2.41,3.79015625,3.79015625,3.4718518519,3.4718518519,77.4386147751,1.6562300791,78.0425853178,2.9796159795,3.508125,3.508125,4.7,0.6720978579,1114219.78276045,6.046970865,1178347419.94,1203457355.3947,447220,40.1375031138,1.6035503523,2.7,0.4313637642,63,1.7993405495,10.6742522391,1.0283374612,167179,5.2231817231,70005,4.8451290599,2182,194,3.3758464363,28,1.4471580313,40830855,28124270,6.4021103936
28,28,2007,4,2007Q4,1,Aguascalientes,87.77341,89.11797,91.94362,95.4226,86.53149,91.38977,126.0081650789,122.1639247563,2.1003986874,0.0001124596,0.0001090697,-0.8591805117,-1.9588955787,2.4926885981,6.1770861042,4.2785575166,5.4139395948,5.3271820033,187.3072664504,2.2725546258,209.7163333333,2.3216322559,2283.7286874667,3.3586445074,10.8527,1.035537798,82.4491666667,1.9161862705,7.4270967742,0.8708190828,4.4966666667,0.652890695,10.8527,68.930991314,748.0873694331,2.8739523223,100.6158666667,2.0026664724,115.3218362289,2.0619115489,1.5428571429,3.8551612903,3.8551612903,3.6700921429,3.6700921429,78.4538017717,2.1475593624,78.79478091,3.0759419088,3.4925806452,3.4925806452,4.7,0.6720978579,1120475.38776741,6.0494023213,1247395881.15,1222539761.79175,457809,40.8584610602,1.6112820048,2.7,0.4313637642,66,1.8195439355,8.9084679393,0.9498030214,165365,5.2184435952,69170,4.8399177757,2182,194,3.3758464363,28,1.4471580313,40830855,28124270,6.3996789373
29,29,2008,1,2008Q1,1,Aguascalientes,88.3661,89.95847,92.49047,96.18474,86.53265,91.96891,117.1549620593,121.1888627953,2.0687606877,0.0001039745,0.0001075438,-3.1359016934,-6.9661522663,-2.9404890647,2.4926885981,3.3076025219,5.3902195253,5.2119906617,190.4116094128,2.2796934238,212.1003333333,2.326541351,2298.3663086222,3.3614192468,10.8026,1.0335282953,81.8994333333,1.9132808969,7.5048333333,0.8753410519,3.1766666667,0.5019716459,10.8026,468.5875463785,5061.9638285089,3.7043190375,100.2688,2.0011658174,116.4028017497,2.0659634337,0.5834615385,3.663375,3.663375,3.6834005268,3.6834005268,80.1924481472,2.6619457853,80.4232939641,2.6704285714,3.7710322581,3.7710322581,4.7,0.6720978579,1126766.11384709,6.0518337776,1251018674.12667,1236479566.25835,451446,40.0656351351,1.6027720317,2.6,0.414973348,81,1.9084850189,8.7767416347,0.943333314,165953,5.2199851077,69334,4.8409462561,2232,194,3.3848907965,28,1.4471580313,47571423,32833979,6.4644897385
30,30,2008,2,2008Q2,1,Aguascalientes,89.45068,91.02181,92.99622,96.96868,86.53496,92.45266,127.8670193642,129.7075695094,2.1067585417,0.0001128479,0.0001144192,-4.6658134943,-10.1864495322,5.0845539988,-2.9404890647,4.1492052644,5.1808430006,5.4667682237,193.2929810947,2.2862160841,216.7566666667,2.3359724637,2247.3106660889,3.351663113,10.4266,1.0181427128,80.1090333333,1.9036814912,7.5375,0.8772273251,2.0866666667,0.3194530785,10.4266,-152.5836618724,-1590.9288088783,-3.2016507462,98.8521333333,1.9949860463,115.8726575245,2.0639809676,0.5872173913,3.8758275862,3.8758275862,3.8811583333,3.8811583333,82.6664825058,3.4201664475,82.5131053074,2.6336792938,3.6216129032,3.6216129032,4.7,0.6720978579,1133092.158181,6.0542652339,1236774961.75,1251245720.78421,447752,39.5159384669,1.5967723005,2.6,0.414973348,72,1.8573324964,9.0003688676,0.9542603088,164057,5.2149947656,69555,4.842328355,2232,194,3.3848907965,28,1.4471580313,47571423,32833979,6.4620582822
31,31,2008,3,2008Q3,1,Aguascalientes,90.87078,91.92796,93.89803,97.37863,89.62372,92.98387,127.5057171238,125.4410974668,2.1055296582,0.0001119007,0.000110097,-1.7085159262,-3.8576262265,1.8537554276,5.0845539988,4.6335077901,5.2706114088,5.2447416178,195.0982450669,2.2902533629,219.2776666667,2.3409944012,2260.6955180333,3.3542420733,10.3229,1.0138017203,78.8620666667,1.896868154,8.0783076923,0.9073203909,1.94,0.2878017299,10.3229,39.0560892859,403.1721040896,2.6054904752,95.7144666667,1.9809775837,113.2364384737,2.0539862014,-0.7595238095,4.3239032258,4.3239032258,4.1782758621,4.1782758621,83.9983006971,3.531292459,83.9383741315,2.3184357506,3.3943333333,3.3943333333,4.7,0.6720978579,1139453.71905771,6.0566966902,1236470987.77333,1263179982.74556,455884,40.0089966249,1.60215766,2.6,0.414973348,67,1.8260748027,1.3929340256,0.1439305471,163607,5.2138018812,69695,4.8432016224,2232,194,3.3848907965,28,1.4471580313,47571423,32833979,6.4596268259
32,32,2008,4,2008Q4,1,Aguascalientes,92.26491,92.98573,94.78758,97.66351,92.20489,93.73256,123.5397967043,119.3731748136,2.0918068823,0.0001078149,0.0001042139,2.0982886352,4.9501071585,-1.9588955787,1.8537554276,5.1171533611,5.9349631567,5.8393833344,198.2833371474,2.2972862196,213.0753333333,2.3285331765,2793.9043168444,3.4462115287,13.056,1.1158101414,94.2403666667,1.9742369672,8.1246031746,0.9098021582,0.5066666667,-0.2952776668,13.056,69.8571220042,912.0545848863,2.9600208309,91.6574666667,1.9621678495,109.1938813697,2.0381983036,-3.5268181818,4.5628125,4.5628125,4.4157,4.4157,84.5411568235,3.2454192433,85.6673363276,1.7223081479,3.3303225806,3.3303225806,4.7,0.6720978579,1145850.99587906,6.0591281465,1367038079.35,1338990801.00557,461561,40.2810663568,1.6051009591,2.6,0.414973348,88,1.9444826722,0.6392045455,-0.1943601454,161640,5.2085488418,69771,4.8436749476,2232,194,3.3848907965,28,1.4471580313,47571423,32833979,6.4571953695
33,33,2009,1,2009Q1,1,Aguascalientes,93.21813,94.27513,95.69394,97.9857,93.51938,94.89,108.9937690147,113.3273470409,2.0374016708,9.45893E-05,9.83671E-05,4.5448062569,11.0319743861,-6.9661522663,-1.9588955787,5.4908273648,7.0461457753,6.8788546376,198.5666948555,2.297906407,212.015,2.3263665882,3054.5763950889,3.4849509913,14.3860666667,1.1579420685,102.4870333333,2.0106689219,7.6424590164,0.8832331184,0.1833333333,-0.7367585652,14.3860666667,420.7396983651,6052.7893499932,3.7819555598,86.7287,1.9381628367,104.4461705341,2.0188925214,-8.0639090909,4.2902,4.2902,4.0898846154,4.0898846154,85.1639555251,2.6122352482,86.3442483802,-3.3228125,3.3909705882,3.3909705882,4.7,0.6720978579,1152284.18916639,6.0615596028,1413616105.40333,1396459421.04309,447252,38.8143831361,1.5889926885,2.6,0.414973348,65,1.8129133566,6.941266209,0.8414387006,158947,5.2012523354,69340,4.8409838373,2288,194,3.3948017772,28,1.4471580313,59661089,46073349,6.6018901787
34,34,2009,2,2009Q2,1,Aguascalientes,94.56157,95.2983,96.08424,98.01877,93.76052,95.55974,114.8419099683,117.0958931546,2.0601004068,9.91081E-05,0.0001010112,3.031545104,7.2297889081,-10.1864495322,-6.9661522663,5.713640187,7.0967144695,7.3854552203,196.8947454064,2.2942341261,214.263,2.3309471814,2841.7585269333,3.4535871718,13.3135333333,1.12429333,95.5819,1.9803756593,5.6706451613,0.7536324723,0.18,-0.7447274949,13.3135333333,102.6300801958,1366.36899369,3.1355679982,84.2523666667,1.9255821091,104.0040417201,2.0170502168,-10.1865384615,4.0260714286,4.0260714286,3.97415,3.97415,85.4466843712,1.4365756641,86.2075437092,-6.3066666667,3.2456,3.2456,4.7,0.6720978579,1158753.50056682,6.0639910591,1404347545.35,1421534775.50508,455934,39.3469361497,1.5949109206,2.6,0.414973348,62,1.7923916895,9.3793828892,0.9721742652,157756,5.1979858859,69064,4.8392517279,2288,194,3.3948017772,28,1.4471580313,59661089,46073349,6.5994587224
35,35,2009,3,2009Q3,1,Aguascalientes,95.34199,95.95799,96.33395,98.16166,94.39612,95.75707,122.5870231397,120.2119757501,2.0884444989,0.0001052015,0.0001031432,2.605984552,6.1841868293,-3.8576262265,-10.1864495322,4.9204045569,7.8658809451,7.8400111538,199.6793066339,2.30033306,215.718,2.3338863851,2855.1180148,3.4556240643,13.2648666667,1.122702889,94.9470666667,1.977481552,4.5738461538,0.6602815526,0.1566666667,-0.8050233968,13.2648666667,25.0989196286,332.9338223501,2.5223579169,85.2687333333,1.9307898116,106.1386501912,2.0258735602,-6.1714285714,4.48,4.48,4.1392857143,4.1392857143,86.3381905772,1.1932442455,86.8878680469,-7.1774193548,2.51125,2.51125,4.7,0.6720978579,1165259.1328596,6.0664225155,1411022987.73,1441654787.54077,471283,40.4444802628,1.6068592588,2.6,0.414973348,48,1.6812412374,6.4123973014,0.8070204227,158460,5.1999196516,73207,4.86455261,2288,194,3.3948017772,28,1.4471580313,59661089,46073349,6.5970272661
36,36,2009,4,2009Q4,1,Aguascalientes,95.03631,96.05814,96.4664,98.45403,95.38459,95.51522,129.6551490246,125.1566742567,2.1127897687,0.000110646,0.000106823,1.2940590462,3.0245177881,4.9501071585,-3.8576262265,3.0037421594,7.447088045,7.3507131076,202.0007714427,2.305353028,216.152,2.3347592583,2835.6057349333,3.452645846,13.0660666667,1.1161448697,92.7862,1.9674833888,4.5833333333,0.6611814434,0.12,-0.920818754,13.0660666667,-182.3644521584,-2382.786089532,-3.3770850561,86.6353666667,1.9376952178,109.3413194262,2.0387843102,2.4528571429,5.0444444444,5.0444444444,4.6692307692,4.6692307692,87.5249820548,1.5063844168,87.9448233503,-7.0333333333,-0.11,-0.11,4.7,0.6720978579,1171801.28996245,6.0688539718,1518424211.12333,1487624414.6614,476721,40.6827509138,1.6094103117,2.6,0.414973348,71,1.8512583487,10.8873974646,1.0369240779,161720,5.2087637327,79031,4.8977974772,2288,194,3.3948017772,28,1.4471580313,59661089,46073349,6.5945958098
